species_code,scientific_name,recording_id,safe_id,focal_channel,channel_scores,species_score,birdnet_conf,bout_snr,bout_ndsi,bout_quality,rank_score,bout_idx,bout_onset,bout_offset,bout_duration,n_notes,total_note_dur,silence_ratio,notes_json,method
norpin,Anas acuta,xc:640792,xc_640792,3,"[0.003616, 0.0, 0.012996, 0.97737]",0.9774,0.9774,38.2,-0.9985,0.2999,0.293158,3,4.73,5.04,0.31,1,0.31,0.0,"[[4.73, 5.04]]",bird-mixit+tweetynet
norpin,Anas acuta,xc:640792,xc_640792,3,"[0.003616, 0.0, 0.012996, 0.97737]",0.9774,0.9774,37.88,-0.9992,0.2999,0.293152,8,8.34,9.1,0.76,3,0.38,0.5,"[[8.34, 8.37], [8.64, 8.71], [8.82, 9.1]]",bird-mixit+tweetynet
norpin,Anas acuta,xc:640792,xc_640792,3,"[0.003616, 0.0, 0.012996, 0.97737]",0.9774,0.9774,35.88,-0.9986,0.2999,0.293096,0,0.05,1.42,1.37,4,0.67,0.5109,"[[0.05, 0.2], [0.56, 0.72], [0.83, 1.05], [1.28, 1.42]]",bird-mixit+tweetynet
norpin,Anas acuta,xc:640792,xc_640792,3,"[0.003616, 0.0, 0.012996, 0.97737]",0.9774,0.9774,34.77,-0.9986,0.2998,0.293046,2,2.56,2.95,0.39,2,0.3,0.2308,"[[2.56, 2.83], [2.92, 2.95]]",bird-mixit+tweetynet
norpin,Anas acuta,xc:340603,xc_340603,3,"[0.0, 0.0, 0.0, 0.977025]",0.977,0.977,34.45,-0.9983,0.2998,0.292909,4,7.44,8.35,0.91,4,0.55,0.3956,"[[7.44, 7.5], [7.66, 7.84], [7.91, 7.95], [8.08, 8.35]]",bird-mixit+tweetynet
norpin,Anas acuta,xc:340603,xc_340603,3,"[0.0, 0.0, 0.0, 0.977025]",0.977,0.977,33.54,-0.9975,0.2997,0.292849,0,0.91,1.72,0.81,3,0.53,0.3457,"[[0.91, 1.09], [1.3, 1.57], [1.64, 1.72]]",bird-mixit+tweetynet
norpin,Anas acuta,xc:634259,xc_634259,3,"[0.017049, 0.0, 0.014844, 0.995977]",0.996,0.996,22.89,-0.9963,0.2938,0.29267,4,2.81,3.26,0.45,1,0.45,0.0,"[[2.81, 3.26]]",bird-mixit+tweetynet
norpin,Anas acuta,xc:786076,xc_786076,0,"[0.999228, 0.195245, 0.194232, 0.009608]",0.9992,0.9992,22.34,-0.9853,0.2928,0.292544,6,19.96,23.98,4.02,9,2.93,0.2711,"[[19.96, 20.09], [20.2, 20.23], [20.43, 20.53], [20.63, 20.8], [20.95, 21.46], [21.64, 22.27], [22.39, 22.83], [22.93, 23.32], [23.45, 23.98]]",bird-mixit+tweetynet
norsho,Spatula clypeata,xc:800991,xc_800991,3,"[0.0, 0.019296, 0.0, 0.999922]",0.9999,0.9999,21.58,0.9021,0.9224,0.922356,8,9.73,16.64,6.91,21,4.18,0.3951,"[[9.73, 9.84], [10.03, 10.07], [10.3, 10.37], [10.59, 11.08], [11.28, 11.37], [11.57, 11.78], [11.83, 11.97], [12.02, 12.14], [12.38, 13.11], [13.32, 13.37], [13.55, 13.6], [13.65, 13.96], [14.01, 14.2], [14.38, 14.57], [14.63, 14.69], [14.83, 15.19], [15.38, 15.44], [15.49, 15.87], [15.94, 15.97], [16.02, 16.1], [16.22, 16.64]]",bird-mixit+tweetynet
norsho,Spatula clypeata,xc:800991,xc_800991,3,"[0.0, 0.019296, 0.0, 0.999922]",0.9999,0.9999,26.6,0.7672,0.8776,0.877492,4,3.96,5.22,1.26,5,0.6,0.5238,"[[3.96, 4.13], [4.21, 4.47], [4.62, 4.66], [4.89, 4.93], [5.13, 5.22]]",bird-mixit+tweetynet
norsho,Spatula clypeata,xc:501879,xc_501879,0,"[0.99968, 0.978306, 0.9994, 0.998967]",0.9997,0.9997,39.53,0.7317,0.8657,0.865469,62,97.31,97.66,0.35,1,0.35,0.0,"[[97.31, 97.66]]",bird-mixit+tweetynet
norsho,Spatula clypeata,xc:190728,xc_190728,0,"[0.999972, 0.0, 0.005607, 0.467331]",1.0,1.0,18.24,0.8639,0.8594,0.859389,1,1.54,5.68,4.14,15,2.17,0.4758,"[[1.54, 1.65], [1.74, 2.07], [2.22, 2.51], [2.66, 2.77], [2.83, 2.88], [3.09, 3.13], [3.38, 3.53], [3.62, 3.79], [3.92, 3.98], [4.07, 4.27], [4.36, 4.47], [4.63, 4.79], [4.99, 5.1], [5.25, 5.37], [5.52, 5.68]]",bird-mixit+tweetynet
norsho,Spatula clypeata,xc:501879,xc_501879,0,"[0.99968, 0.978306, 0.9994, 0.998967]",0.9997,0.9997,30.19,0.7217,0.8588,0.858558,18,30.37,30.74,0.37,2,0.26,0.2973,"[[30.37, 30.42], [30.53, 30.74]]",bird-mixit+tweetynet
norsho,Spatula clypeata,xc:501879,xc_501879,0,"[0.99968, 0.978306, 0.9994, 0.998967]",0.9997,0.9997,40.12,0.6966,0.8482,0.847969,45,75.55,77.13,1.58,5,0.89,0.4367,"[[75.55, 75.61], [75.75, 75.8], [76.1, 76.35], [76.49, 76.79], [76.9, 77.13]]",bird-mixit+tweetynet
norsho,Spatula clypeata,xc:501879,xc_501879,0,"[0.99968, 0.978306, 0.9994, 0.998967]",0.9997,0.9997,42.24,0.6812,0.8406,0.840301,42,72.82,73.55,0.73,3,0.38,0.4795,"[[72.82, 72.86], [73.03, 73.16], [73.34, 73.55]]",bird-mixit+tweetynet
norsho,Spatula clypeata,xc:462556,xc_462556,1,"[0.010693, 0.999761, 0.016953, 0.206653]",0.9998,0.9998,16.89,0.8763,0.8326,0.832473,24,50.95,56.02,5.07,18,2.56,0.4951,"[[50.95, 51.13], [51.27, 51.39], [51.54, 51.68], [51.79, 51.99], [52.11, 52.51], [52.72, 52.8], [52.96, 53.06], [53.32, 53.4], [53.63, 53.74], [53.93, 54.03], [54.15, 54.25], [54.34, 54.51], [54.59, 54.8], [54.95, 54.99], [55.06, 55.2], [55.27, 55.41], [55.65, 55.84], [55.96, 56.02]]",bird-mixit+tweetynet
norsho,Spatula clypeata,xc:800991,xc_800991,3,"[0.0, 0.019296, 0.0, 0.999922]",0.9999,0.9999,22.38,0.7019,0.8307,0.830619,3,2.87,3.39,0.52,3,0.36,0.3077,"[[2.87, 2.91], [2.99, 3.16], [3.24, 3.39]]",bird-mixit+tweetynet
norsho,Spatula clypeata,xc:190728,xc_190728,0,"[0.999972, 0.0, 0.005607, 0.467331]",1.0,1.0,17.0,0.8585,0.8278,0.827841,0,0.03,1.07,1.04,4,0.49,0.5288,"[[0.03, 0.25], [0.55, 0.63], [0.71, 0.81], [0.98, 1.07]]",bird-mixit+tweetynet
norsho,Spatula clypeata,xc:690061,xc_690061,0,"[0.984737, 0.0, 0.0, 0.007964]",0.9847,0.9847,24.07,0.7043,0.8398,0.82699,5,9.19,10.54,1.35,5,0.79,0.4148,"[[9.19, 9.31], [9.45, 9.57], [9.84, 9.9], [9.97, 10.06], [10.14, 10.54]]",bird-mixit+tweetynet
norsho,Spatula clypeata,xc:462556,xc_462556,1,"[0.010693, 0.999761, 0.016953, 0.206653]",0.9998,0.9998,16.58,0.8817,0.8259,0.825777,23,47.6,50.67,3.07,10,1.66,0.4593,"[[47.6, 47.73], [47.79, 48.22], [48.47, 48.58], [48.75, 48.84], [49.07, 49.17], [49.37, 49.47], [49.65, 49.78], [49.83, 49.86], [49.95, 50.41], [50.59, 50.67]]",bird-mixit+tweetynet
norsho,Spatula clypeata,xc:617375,xc_617375,0,"[0.999866, 0.03306, 0.005512, 0.0]",0.9999,0.9999,20.37,0.7188,0.8227,0.822636,13,42.2,46.64,4.44,11,2.82,0.3649,"[[42.2, 42.35], [42.52, 42.62], [42.96, 43.04], [43.09, 43.25], [43.63, 44.26], [44.4, 44.66], [44.71, 45.15], [45.2, 45.4], [45.49, 45.99], [46.13, 46.2], [46.41, 46.64]]",bird-mixit+tweetynet
norsho,Spatula clypeata,xc:462556,xc_462556,1,"[0.010693, 0.999761, 0.016953, 0.206653]",0.9998,0.9998,15.38,0.9542,0.815,0.814873,0,0.08,1.9,1.82,7,1.08,0.4066,"[[0.08, 0.16], [0.29, 0.39], [0.57, 0.71], [0.82, 0.91], [1.05, 1.39], [1.49, 1.68], [1.76, 1.9]]",bird-mixit+tweetynet
norsho,Spatula clypeata,xc:617374,xc_617374,1,"[0.462532, 0.999355, 0.046658, 0.196613]",0.9994,0.9994,21.88,0.6601,0.8072,0.806668,2,5.18,7.15,1.97,6,1.09,0.4467,"[[5.18, 5.22], [5.38, 5.66], [5.71, 5.92], [6.07, 6.16], [6.36, 6.42], [6.74, 7.15]]",bird-mixit+tweetynet
norsho,Spatula clypeata,xc:501879,xc_501879,0,"[0.99968, 0.978306, 0.9994, 0.998967]",0.9997,0.9997,35.51,0.6033,0.8013,0.801054,17,23.03,29.8,6.77,26,3.62,0.4653,"[[23.03, 23.12], [23.28, 23.35], [23.43, 23.6], [23.7, 23.8], [23.89, 24.04], [24.1, 24.51], [24.61, 25.35], [25.51, 25.59], [25.68, 25.79], [25.91, 26.12], [26.22, 26.28], [26.33, 26.51], [26.68, 26.81], [26.9, 27.1], [27.35, 27.39], [27.56, 27.61], [27.78, 27.84], [28.0, 28.06], [28.23, 28.29], [28.37, 28.6], [28.67, 28.75], [28.8, 28.84], [28.91, 28.98], [29.13, 29.21], [29.5, 29.56], [29.71, 29.8]]",bird-mixit+tweetynet
norsho,Spatula clypeata,xc:872818,xc_872818,0,"[0.982307, 0.05898, 0.015471, 0.0]",0.9823,0.9823,15.33,0.9496,0.811,0.796667,16,26.83,27.04,0.21,1,0.21,0.0,"[[26.83, 27.04]]",bird-mixit+tweetynet
norsho,Spatula clypeata,xc:996354,xc_996354,1,"[0.001535, 0.997559, 0.0, 0.0]",0.9976,0.9976,17.44,0.7452,0.7881,0.786182,3,5.69,6.31,0.62,3,0.43,0.3065,"[[5.69, 5.83], [5.88, 6.08], [6.22, 6.31]]",bird-mixit+tweetynet
norsho,Spatula clypeata,xc:800991,xc_800991,3,"[0.0, 0.019296, 0.0, 0.999922]",0.9999,0.9999,18.49,0.6669,0.7729,0.772811,2,1.81,2.36,0.55,3,0.34,0.3818,"[[1.81, 1.84], [1.94, 2.1], [2.21, 2.36]]",bird-mixit+tweetynet
norsho,Spatula clypeata,xc:800991,xc_800991,3,"[0.0, 0.019296, 0.0, 0.999922]",0.9999,0.9999,24.58,0.5515,0.7661,0.766009,10,19.63,21.2,1.57,6,1.04,0.3376,"[[19.63, 19.81], [19.88, 20.03], [20.13, 20.16], [20.3, 20.45], [20.59, 20.78], [20.86, 21.2]]",bird-mixit+tweetynet
norsho,Spatula clypeata,xc:800553,xc_800553,0,"[0.998915, 0.0, 0.0, 0.0]",0.9989,0.9989,22.44,0.545,0.7544,0.753585,6,7.91,9.13,1.22,4,0.65,0.4672,"[[7.91, 8.08], [8.18, 8.34], [8.71, 8.89], [8.99, 9.13]]",bird-mixit+tweetynet
norsho,Spatula clypeata,xc:462556,xc_462556,1,"[0.010693, 0.999761, 0.016953, 0.206653]",0.9998,0.9998,14.2,0.9238,0.7494,0.749241,20,35.19,37.14,1.95,8,0.99,0.4923,"[[35.19, 35.24], [35.38, 35.47], [35.53, 35.71], [35.84, 36.04], [36.19, 36.28], [36.61, 36.71], [36.76, 36.85], [36.95, 37.14]]",bird-mixit+tweetynet
norsho,Spatula clypeata,xc:690061,xc_690061,0,"[0.984737, 0.0, 0.0, 0.007964]",0.9847,0.9847,22.56,0.5531,0.759,0.747405,0,0.02,2.96,2.94,7,2.01,0.3163,"[[0.02, 0.4], [0.53, 0.67], [0.97, 1.0], [1.05, 1.13], [1.2, 1.67], [1.79, 2.61], [2.87, 2.96]]",bird-mixit+tweetynet
norsho,Spatula clypeata,xc:190728,xc_190728,0,"[0.999972, 0.0, 0.005607, 0.467331]",1.0,1.0,14.95,0.8287,0.7456,0.745593,2,6.07,12.52,6.45,22,3.68,0.4295,"[[6.07, 6.12], [6.24, 6.4], [6.53, 6.63], [6.75, 6.84], [6.96, 7.03], [7.11, 7.23], [7.3, 7.48], [7.6, 8.13], [8.24, 8.34], [8.51, 8.54], [8.85, 8.99], [9.11, 9.22], [9.3, 9.37], [9.54, 9.64], [9.76, 9.87], [9.96, 10.14], [10.2, 10.34], [10.65, 10.87], [10.95, 11.06], [11.12, 11.3], [11.46, 11.54], [11.71, 12.52]]",bird-mixit+tweetynet
norsho,Spatula clypeata,xc:462556,xc_462556,1,"[0.010693, 0.999761, 0.016953, 0.206653]",0.9998,0.9998,14.97,0.8262,0.7451,0.744977,14,17.83,23.92,6.09,19,4.15,0.3186,"[[17.83, 17.97], [18.1, 18.22], [18.4, 18.61], [18.78, 19.14], [19.28, 19.35], [19.43, 20.12], [20.18, 20.46], [20.64, 20.7], [20.77, 20.84], [21.01, 21.06], [21.13, 21.45], [21.61, 21.69], [21.76, 21.87], [21.92, 22.05], [22.11, 22.42], [22.5, 22.92], [23.0, 23.28], [23.36, 23.43], [23.54, 23.92]]",bird-mixit+tweetynet
norsho,Spatula clypeata,xc:996354,xc_996354,1,"[0.001535, 0.997559, 0.0, 0.0]",0.9976,0.9976,19.83,0.5666,0.7443,0.742539,5,7.85,8.34,0.49,2,0.37,0.2449,"[[7.85, 8.06], [8.18, 8.34]]",bird-mixit+tweetynet
norsho,Spatula clypeata,xc:690061,xc_690061,0,"[0.984737, 0.0, 0.0, 0.007964]",0.9847,0.9847,22.55,0.5378,0.7515,0.739989,4,8.14,8.57,0.43,2,0.27,0.3721,"[[8.14, 8.32], [8.48, 8.57]]",bird-mixit+tweetynet
norsho,Spatula clypeata,xc:1020451,xc_1020451,3,"[0.0, 0.28913, 0.287482, 0.999848]",0.9998,0.9998,18.5,0.5935,0.739,0.738862,9,15.83,16.36,0.53,2,0.43,0.1887,"[[15.83, 15.88], [15.98, 16.36]]",bird-mixit+tweetynet
norsho,Spatula clypeata,xc:690061,xc_690061,0,"[0.984737, 0.0, 0.0, 0.007964]",0.9847,0.9847,21.8,0.5309,0.7439,0.732472,6,11.16,12.55,1.39,3,1.22,0.1223,"[[11.16, 11.29], [11.39, 12.37], [12.44, 12.55]]",bird-mixit+tweetynet
norsho,Spatula clypeata,xc:872818,xc_872818,0,"[0.982307, 0.05898, 0.015471, 0.0]",0.9823,0.9823,14.93,0.8104,0.7374,0.724304,9,18.43,18.58,0.15,1,0.15,0.0,"[[18.43, 18.58]]",bird-mixit+tweetynet
norsho,Spatula clypeata,xc:695812,xc_695812,0,"[0.780165, 0.0, 0.018425, 0.0]",0.7802,0.7802,17.55,0.9989,0.9055,0.706447,3,2.24,2.7,0.46,2,0.34,0.2609,"[[2.24, 2.39], [2.51, 2.7]]",bird-mixit+tweetynet
norsho,Spatula clypeata,xc:690061,xc_690061,0,"[0.984737, 0.0, 0.0, 0.007964]",0.9847,0.9847,17.29,0.5801,0.7103,0.699456,3,7.22,7.6,0.38,2,0.21,0.4474,"[[7.22, 7.35], [7.52, 7.6]]",bird-mixit+tweetynet
norsho,Spatula clypeata,xc:872818,xc_872818,0,"[0.982307, 0.05898, 0.015471, 0.0]",0.9823,0.9823,13.71,0.8352,0.6904,0.678223,17,27.54,29.79,2.25,6,1.37,0.3911,"[[27.54, 27.88], [28.07, 28.63], [28.82, 29.01], [29.11, 29.22], [29.4, 29.5], [29.72, 29.79]]",bird-mixit+tweetynet
norsho,Spatula clypeata,xc:138003,xc_138003,2,"[0.045058, 0.0, 0.993003, 0.022441]",0.993,0.993,13.58,0.7891,0.6667,0.66208,59,126.16,126.49,0.33,2,0.2,0.3939,"[[126.16, 126.31], [126.44, 126.49]]",bird-mixit+tweetynet
norsho,Spatula clypeata,xc:800553,xc_800553,0,"[0.998915, 0.0, 0.0, 0.0]",0.9989,0.9989,19.62,0.3988,0.6625,0.661768,5,5.71,6.66,0.95,4,0.57,0.4,"[[5.71, 5.87], [5.98, 6.12], [6.28, 6.44], [6.55, 6.66]]",bird-mixit+tweetynet
norsho,Spatula clypeata,xc:872818,xc_872818,0,"[0.982307, 0.05898, 0.015471, 0.0]",0.9823,0.9823,14.81,0.6635,0.6727,0.660745,15,25.95,26.29,0.34,2,0.19,0.4412,"[[25.95, 26.0], [26.15, 26.29]]",bird-mixit+tweetynet
norsho,Spatula clypeata,xc:996354,xc_996354,1,"[0.001535, 0.997559, 0.0, 0.0]",0.9976,0.9976,18.43,0.4206,0.6579,0.6563,6,8.85,11.62,2.77,11,1.24,0.5523,"[[8.85, 8.98], [9.11, 9.24], [9.56, 9.62], [9.79, 10.07], [10.18, 10.25], [10.42, 10.46], [10.57, 10.71], [10.87, 10.92], [10.98, 11.15], [11.25, 11.39], [11.59, 11.62]]",bird-mixit+tweetynet
norsho,Spatula clypeata,xc:617374,xc_617374,1,"[0.462532, 0.999355, 0.046658, 0.196613]",0.9994,0.9994,16.12,0.5136,0.6527,0.652288,4,8.68,10.26,1.58,5,1.11,0.2975,"[[8.68, 8.94], [9.06, 9.2], [9.3, 9.71], [9.89, 10.08], [10.15, 10.26]]",bird-mixit+tweetynet
norsho,Spatula clypeata,xc:138003,xc_138003,2,"[0.045058, 0.0, 0.993003, 0.022441]",0.993,0.993,18.11,0.416,0.6509,0.646317,52,118.71,119.27,0.56,2,0.26,0.5357,"[[118.71, 118.91], [119.21, 119.27]]",bird-mixit+tweetynet
norsho,Spatula clypeata,xc:1020451,xc_1020451,3,"[0.0, 0.28913, 0.287482, 0.999848]",0.9998,0.9998,14.92,0.5803,0.6432,0.64308,22,35.77,37.96,2.19,9,1.06,0.516,"[[35.77, 35.81], [35.88, 35.97], [36.04, 36.09], [36.36, 36.51], [36.64, 37.01], [37.18, 37.21], [37.46, 37.66], [37.76, 37.86], [37.93, 37.96]]",bird-mixit+tweetynet
norsho,Spatula clypeata,xc:871138,xc_871138,3,"[0.726919, 0.999509, 0.047345, 0.999984]",1.0,1.0,17.5,0.4044,0.6353,0.635282,89,123.88,125.83,1.95,9,0.89,0.5436,"[[123.88, 123.96], [124.17, 124.27], [124.44, 124.51], [124.67, 124.74], [124.84, 124.94], [125.05, 125.2], [125.31, 125.39], [125.52, 125.58], [125.65, 125.83]]",bird-mixit+tweetynet
norsho,Spatula clypeata,xc:996354,xc_996354,1,"[0.001535, 0.997559, 0.0, 0.0]",0.9976,0.9976,14.17,0.6073,0.625,0.623451,0,0.34,3.1,2.76,7,1.74,0.3696,"[[0.34, 1.0], [1.05, 1.52], [1.69, 1.78], [1.93, 2.21], [2.5, 2.55], [2.75, 2.87], [3.03, 3.1]]",bird-mixit+tweetynet
norsho,Spatula clypeata,xc:1020451,xc_1020451,3,"[0.0, 0.28913, 0.287482, 0.999848]",0.9998,0.9998,16.32,0.4096,0.6129,0.612738,24,39.98,40.56,0.58,3,0.32,0.4483,"[[39.98, 40.15], [40.29, 40.41], [40.53, 40.56]]",bird-mixit+tweetynet
norsho,Spatula clypeata,xc:683725,xc_683725,3,"[0.0, 0.035597, 0.151743, 0.746499]",0.7465,0.7465,17.49,0.8133,0.82,0.612167,13,14.1,14.65,0.55,3,0.29,0.4727,"[[14.1, 14.17], [14.34, 14.49], [14.58, 14.65]]",bird-mixit+tweetynet
norsho,Spatula clypeata,xc:1020451,xc_1020451,3,"[0.0, 0.28913, 0.287482, 0.999848]",0.9998,0.9998,15.65,0.4409,0.6086,0.608475,23,38.46,39.52,1.06,4,0.58,0.4528,"[[38.46, 38.61], [38.68, 38.98], [39.21, 39.24], [39.42, 39.52]]",bird-mixit+tweetynet
norsho,Spatula clypeata,xc:475655,xc_475655,1,"[0.033392, 0.999704, 0.0, 0.018142]",0.9997,0.9997,19.73,0.2667,0.6009,0.600702,1,4.78,7.58,2.8,6,2.01,0.2821,"[[4.78, 5.2], [5.25, 5.38], [5.45, 5.5], [5.72, 5.83], [6.12, 6.17], [6.33, 7.58]]",bird-mixit+tweetynet
norsho,Spatula clypeata,xc:996354,xc_996354,1,"[0.001535, 0.997559, 0.0, 0.0]",0.9976,0.9976,13.6,0.5709,0.5865,0.585114,1,3.89,4.45,0.56,3,0.24,0.5714,"[[3.89, 4.02], [4.19, 4.27], [4.42, 4.45]]",bird-mixit+tweetynet
norsho,Spatula clypeata,xc:871138,xc_871138,3,"[0.726919, 0.999509, 0.047345, 0.999984]",1.0,1.0,16.06,0.3556,0.5832,0.583207,0,0.43,2.92,2.49,9,1.23,0.506,"[[0.43, 0.53], [0.72, 0.83], [1.02, 1.07], [1.39, 1.5], [1.6, 1.76], [1.87, 1.95], [2.12, 2.35], [2.4, 2.64], [2.77, 2.92]]",bird-mixit+tweetynet
norsho,Spatula clypeata,xc:872818,xc_872818,0,"[0.982307, 0.05898, 0.015471, 0.0]",0.9823,0.9823,12.83,0.656,0.5802,0.569893,4,10.11,15.11,5.0,14,2.61,0.478,"[[10.11, 10.14], [10.34, 10.38], [10.68, 10.84], [11.15, 11.48], [11.64, 11.84], [12.08, 12.24], [12.4, 12.48], [12.78, 12.86], [12.96, 13.15], [13.43, 13.89], [13.95, 14.44], [14.53, 14.58], [14.72, 14.98], [15.03, 15.11]]",bird-mixit+tweetynet
norsho,Spatula clypeata,xc:683725,xc_683725,3,"[0.0, 0.035597, 0.151743, 0.746499]",0.7465,0.7465,16.63,0.7344,0.7628,0.569425,15,15.83,16.49,0.66,4,0.32,0.5152,"[[15.83, 15.88], [16.01, 16.09], [16.17, 16.29], [16.42, 16.49]]",bird-mixit+tweetynet
norsho,Spatula clypeata,xc:871135,xc_871135,0,"[0.940625, 0.0, 0.0, 0.0]",0.9406,0.9406,33.37,0.2097,0.6043,0.568393,4,5.38,5.97,0.59,3,0.42,0.2881,"[[5.38, 5.55], [5.61, 5.78], [5.89, 5.97]]",bird-mixit+tweetynet
norsho,Spatula clypeata,xc:800553,xc_800553,0,"[0.998915, 0.0, 0.0, 0.0]",0.9989,0.9989,13.91,0.4891,0.5687,0.56804,4,4.84,5.24,0.4,2,0.29,0.275,"[[4.84, 5.0], [5.11, 5.24]]",bird-mixit+tweetynet
norsho,Spatula clypeata,xc:871138,xc_871138,3,"[0.726919, 0.999509, 0.047345, 0.999984]",1.0,1.0,16.59,0.2901,0.5666,0.566576,37,59.72,60.19,0.47,3,0.26,0.4468,"[[59.72, 59.75], [59.81, 59.91], [60.06, 60.19]]",bird-mixit+tweetynet
norsho,Spatula clypeata,xc:871135,xc_871135,0,"[0.940625, 0.0, 0.0, 0.0]",0.9406,0.9406,33.53,0.2012,0.6001,0.564426,1,1.27,2.14,0.87,4,0.44,0.4943,"[[1.27, 1.31], [1.55, 1.72], [1.78, 1.94], [2.07, 2.14]]",bird-mixit+tweetynet
norsho,Spatula clypeata,xc:871135,xc_871135,0,"[0.940625, 0.0, 0.0, 0.0]",0.9406,0.9406,31.77,0.1889,0.5936,0.558327,2,3.03,3.44,0.41,2,0.34,0.1707,"[[3.03, 3.2], [3.27, 3.44]]",bird-mixit+tweetynet
norsho,Spatula clypeata,xc:479841,xc_479841,3,"[0.0, 0.010039, 0.0108, 0.999985]",1.0,1.0,16.03,0.2935,0.5558,0.555777,0,0.02,4.28,4.26,14,2.34,0.4507,"[[0.02, 0.15], [0.25, 0.29], [0.35, 0.39], [0.53, 0.71], [0.94, 1.24], [1.3, 1.85], [1.9, 2.12], [2.17, 2.25], [2.32, 2.52], [2.82, 2.89], [2.99, 3.19], [3.49, 3.72], [3.87, 3.91], [4.22, 4.28]]",bird-mixit+tweetynet
norsho,Spatula clypeata,xc:163376,xc_163376,2,"[0.025125, 0.071612, 0.998604, 0.451615]",0.9986,0.9986,14.11,0.4307,0.554,0.55327,19,58.11,58.96,0.85,4,0.59,0.3059,"[[58.11, 58.39], [58.49, 58.68], [58.78, 58.86], [58.92, 58.96]]",bird-mixit+tweetynet
norsho,Spatula clypeata,xc:800553,xc_800553,0,"[0.998915, 0.0, 0.0, 0.0]",0.9989,0.9989,21.59,0.116,0.5413,0.540704,2,2.61,3.03,0.42,2,0.33,0.2143,"[[2.61, 2.78], [2.87, 3.03]]",bird-mixit+tweetynet
norsho,Spatula clypeata,xc:1020451,xc_1020451,3,"[0.0, 0.28913, 0.287482, 0.999848]",0.9998,0.9998,13.5,0.4534,0.5385,0.538412,7,13.87,14.25,0.38,2,0.25,0.3421,"[[13.87, 14.03], [14.16, 14.25]]",bird-mixit+tweetynet
norsho,Spatula clypeata,xc:871135,xc_871135,0,"[0.940625, 0.0, 0.0, 0.0]",0.9406,0.9406,31.05,0.1361,0.567,0.53332,5,6.86,7.27,0.41,2,0.33,0.1951,"[[6.86, 7.03], [7.11, 7.27]]",bird-mixit+tweetynet
norsho,Spatula clypeata,xc:617374,xc_617374,1,"[0.462532, 0.999355, 0.046658, 0.196613]",0.9994,0.9994,11.96,0.64,0.527,0.526664,3,7.75,8.2,0.45,2,0.32,0.2889,"[[7.75, 7.91], [8.04, 8.2]]",bird-mixit+tweetynet
norsho,Spatula clypeata,xc:871138,xc_871138,3,"[0.726919, 0.999509, 0.047345, 0.999984]",1.0,1.0,13.17,0.4408,0.5197,0.519695,93,129.79,130.24,0.45,2,0.38,0.1556,"[[129.79, 130.12], [130.19, 130.24]]",bird-mixit+tweetynet
norsho,Spatula clypeata,xc:706887,xc_706887,3,"[0.508944, 0.0, 0.02117, 0.999962]",1.0,1.0,13.34,0.4194,0.5191,0.519112,23,77.25,81.75,4.5,17,3.0,0.3333,"[[77.25, 77.5], [77.57, 77.69], [77.86, 78.0], [78.07, 78.26], [78.34, 78.41], [78.46, 78.58], [78.69, 78.87], [78.98, 79.55], [79.64, 79.73], [79.79, 79.85], [79.9, 80.03], [80.1, 80.26], [80.35, 80.52], [80.62, 80.71], [80.87, 81.04], [81.14, 81.23], [81.35, 81.75]]",bird-mixit+tweetynet
norsho,Spatula clypeata,xc:706887,xc_706887,3,"[0.508944, 0.0, 0.02117, 0.999962]",1.0,1.0,12.93,0.4528,0.5135,0.513488,26,97.41,98.15,0.74,2,0.6,0.1892,"[[97.41, 97.97], [98.11, 98.15]]",bird-mixit+tweetynet
norsho,Spatula clypeata,xc:371899,xc_371899,3,"[0.0, 0.0, 0.0, 0.985433]",0.9854,0.9854,14.51,0.2734,0.506,0.498624,0,0.24,1.06,0.82,3,0.36,0.561,"[[0.24, 0.28], [0.49, 0.58], [0.83, 1.06]]",bird-mixit+tweetynet
norsho,Spatula clypeata,xc:340608,xc_340608,0,"[0.998912, 0.0, 0.0, 0.0]",0.9989,0.9989,12.91,0.3907,0.4907,0.490133,1,3.95,6.72,2.77,12,1.58,0.4296,"[[3.95, 4.11], [4.19, 4.41], [4.54, 4.57], [4.76, 4.92], [5.03, 5.14], [5.19, 5.24], [5.37, 5.69], [5.81, 5.92], [5.97, 6.08], [6.14, 6.21], [6.36, 6.44], [6.56, 6.72]]",bird-mixit+tweetynet
norsho,Spatula clypeata,xc:683725,xc_683725,3,"[0.0, 0.035597, 0.151743, 0.746499]",0.7465,0.7465,13.26,0.8042,0.6557,0.489456,14,15.0,15.57,0.57,4,0.27,0.5263,"[[15.0, 15.03], [15.09, 15.16], [15.26, 15.36], [15.5, 15.57]]",bird-mixit+tweetynet
norsho,Spatula clypeata,xc:871138,xc_871138,3,"[0.726919, 0.999509, 0.047345, 0.999984]",1.0,1.0,20.68,0.0027,0.4818,0.481764,22,47.64,48.28,0.64,3,0.35,0.4531,"[[47.64, 47.77], [47.92, 48.02], [48.16, 48.28]]",bird-mixit+tweetynet
norsho,Spatula clypeata,xc:617375,xc_617375,0,"[0.999866, 0.03306, 0.005512, 0.0]",0.9999,0.9999,10.4,0.8062,0.4786,0.478502,11,39.99,40.26,0.27,2,0.2,0.2593,"[[39.99, 40.06], [40.13, 40.26]]",bird-mixit+tweetynet
