species_code,recording_id,safe_id,bout_idx,note_idx,note_onset,note_offset,cluster_id,cluster_prob,quality_score
labcro1,xc:824065,xc_824065,30,0,76.41,77.31,4,1.0,0.6699
labcro1,xc:824065,xc_824065,39,0,101.21,102.1,4,1.0,0.6651
labcro1,xc:824065,xc_824065,31,1,80.78,81.68,4,1.0,0.6643
labcro1,xc:811532,xc_811532,0,5,3.4,3.5,1,0.3507,0.653
labcro1,xc:285993,xc_285993,3,12,15.78,16.64,3,1.0,0.6418
labcro1,xc:133745,xc_133745,21,9,61.86,62.03,7,1.0,0.6366
labcro1,xc:285993,xc_285993,3,4,10.64,11.01,3,1.0,0.6313
labcro1,xc:285993,xc_285993,3,7,12.42,12.79,3,1.0,0.6256
labcro1,xc:446405,xc_446405,13,1,47.99,49.85,1,0.3876,0.6237
labcro1,xc:446405,xc_446405,7,2,30.15,30.33,1,0.4178,0.6186
labcro1,xc:344448,xc_344448,2,1,2.99,3.38,2,1.0,0.6181
labcro1,xc:133745,xc_133745,21,4,60.41,60.57,7,0.8932,0.6116
labcro1,xc:133745,xc_133745,47,0,123.01,123.22,7,1.0,0.6106
labcro1,xc:446405,xc_446405,7,5,32.35,33.72,1,0.4325,0.5966
labcro1,xc:446405,xc_446405,0,2,3.14,3.76,1,1.0,0.5629
labcro1,xc:446405,xc_446405,2,3,8.39,8.71,1,0.878,0.5616
labcro1,xc:344448,xc_344448,0,0,0.02,0.43,2,1.0,0.548
labcro1,xc:344448,xc_344448,6,1,11.05,11.17,2,1.0,0.5446
labcro1,xc:133745,xc_133745,17,2,52.69,52.81,7,0.8815,0.5393
labcro1,xc:307471,xc_307471,0,1,1.06,1.16,5,0.6521,0.5234
labcro1,xc:307471,xc_307471,0,2,1.29,1.41,5,0.6917,0.5071
labcro1,xc:307471,xc_307471,0,3,1.53,1.66,5,0.6994,0.4946
litegr,xc:795658,xc_795658,6,6,12.28,12.4,0,1.0,0.8426
litegr,xc:331548,xc_331548,41,0,109.0,109.71,1,0.4698,0.811
litegr,xc:795658,xc_795658,6,4,11.8,11.9,0,1.0,0.8065
litegr,xc:331548,xc_331548,40,0,107.77,108.54,1,0.6496,0.806
litegr,xc:795658,xc_795658,8,2,17.91,18.03,0,0.9981,0.8022
litegr,xc:795658,xc_795658,5,0,9.38,9.47,0,1.0,0.8012
litegr,xc:795658,xc_795658,4,1,8.8,8.91,0,0.8517,0.7967
litegr,xc:331548,xc_331548,85,6,205.44,206.22,1,0.4761,0.7945
litegr,xc:331548,xc_331548,13,1,30.9,31.53,1,0.4987,0.7891
litegr,xc:331548,xc_331548,119,6,277.35,278.11,1,0.6483,0.7889
litegr,xc:555825,xc_555825,2,0,2.43,3.37,1,0.509,0.7361
litegr,xc:333874,xc_333874,9,0,20.85,21.52,1,0.6125,0.6878
litegr,xc:767199,xc_767199,13,1,32.91,34.58,1,0.475,0.6732
litegr,xc:956994,xc_956994,0,4,1.48,1.57,3,0.9666,0.5834
litegr,xc:956994,xc_956994,0,3,1.29,1.36,3,1.0,0.5719
litegr,xc:956994,xc_956994,24,2,33.58,34.05,2,1.0,0.5522
litegr,xc:956994,xc_956994,16,0,23.18,23.58,2,1.0,0.551
litegr,xc:956994,xc_956994,6,0,8.31,8.76,2,1.0,0.5504
litgre1,xc:712583,xc_712583,6,2,19.75,22.28,-1,0.0,0.8465
litgre1,xc:36827,xc_36827,0,0,0.02,4.64,-1,0.0,0.8216
litgre1,xc:484292,xc_484292,5,0,14.84,16.83,-1,0.0,0.8188
litgre1,xc:712583,xc_712583,1,0,4.5,7.32,-1,0.0,0.8154
litgre1,xc:712583,xc_712583,11,4,42.86,44.87,-1,0.0,0.8093
litgre1,xc:36827,xc_36827,1,0,4.71,12.69,-1,0.0,0.7949
litgre1,xc:723740,xc_723740,1,0,3.44,9.22,-1,0.0,0.7794
litgre1,xc:687079,xc_687079,9,0,21.25,21.62,1,1.0,0.7571
litgre1,xc:484292,xc_484292,6,0,20.14,20.47,1,0.8247,0.7049
litgre1,xc:687079,xc_687079,10,2,27.15,27.71,1,0.8096,0.7045
litgre1,xc:687079,xc_687079,8,1,20.27,20.66,1,1.0,0.691
litgre1,xc:314911,xc_314911,6,1,26.22,27.14,2,0.9488,0.6754
litgre1,xc:806226,xc_806226,0,0,0.02,0.63,1,0.7926,0.6286
litgre1,xc:314911,xc_314911,2,2,3.28,3.88,2,1.0,0.6263
litgre1,xc:687079,xc_687079,10,0,25.25,25.99,1,0.7867,0.6192
litgre1,xc:484292,xc_484292,6,3,21.78,22.08,1,0.8247,0.6116
litgre1,xc:484292,xc_484292,6,1,20.68,21.09,1,0.8247,0.5985
litgre1,xc:314911,xc_314911,5,0,20.52,20.86,2,0.9018,0.594
litgre1,xc:484292,xc_484292,4,1,6.31,6.55,1,0.8247,0.5907
litgre1,xc:712583,xc_712583,5,3,17.18,17.31,1,0.8304,0.5845
litgre1,xc:687079,xc_687079,5,0,13.75,13.85,1,0.8096,0.5677
litgre1,xc:923292,xc_923292,0,0,0.98,1.26,1,1.0,0.5627
litgre1,xc:606864,xc_606864,1,0,1.28,1.37,0,1.0,0.5573
litgre1,xc:314911,xc_314911,3,1,10.55,10.7,2,0.9403,0.5507
litgre1,xc:606864,xc_606864,1,5,3.86,4.02,0,1.0,0.5423
litgre1,xc:1022129,xc_1022129,0,1,5.32,5.45,0,1.0,0.536
litgre1,xc:900716,xc_900716,0,0,0.78,0.85,1,0.8114,0.5239
litgre1,xc:314911,xc_314911,2,1,2.47,3.13,2,1.0,0.5185
litgre1,xc:1022129,xc_1022129,1,0,6.09,8.36,0,1.0,0.5151
litgre1,xc:806226,xc_806226,1,1,5.37,5.59,1,0.7948,0.5113
litgre1,xc:380340,xc_380340,35,0,44.07,45.57,1,0.8702,0.5076
litgre1,xc:712583,xc_712583,6,5,23.33,23.4,1,0.8304,0.5041
litgre1,xc:380340,xc_380340,8,3,13.5,13.6,1,0.8114,0.4913
litgre1,xc:380340,xc_380340,28,0,38.82,38.9,1,0.8114,0.4911
litgre1,xc:1022129,xc_1022129,0,0,0.02,5.27,0,1.0,0.4708
litgre1,xc:806226,xc_806226,0,1,0.74,0.97,1,0.7948,0.4628
litgre1,xc:806226,xc_806226,1,2,5.69,6.37,1,0.7948,0.457
litgre1,xc:1022129,xc_1022129,1,1,8.44,9.89,0,1.0,0.4568
litgre1,xc:380340,xc_380340,20,0,29.0,29.11,1,0.8114,0.4549
litgre1,xc:380340,xc_380340,2,0,3.22,7.16,1,0.8702,0.4478
litgre1,xc:1022129,xc_1022129,0,2,5.54,5.97,0,1.0,0.4437
litgre1,xc:483193,xc_483193,1,0,3.85,4.12,1,0.863,0.4089
litgre1,xc:606864,xc_606864,1,4,3.41,3.5,0,1.0,0.4072
litgre1,xc:806226,xc_806226,1,6,7.0,7.12,1,0.7948,0.407
litgre1,xc:483193,xc_483193,2,0,14.29,14.55,1,1.0,0.3743
lottit1,xc:503776,xc_503776,7,1,29.98,30.94,1,0.6958,0.7689
lottit1,xc:499649,xc_499649,9,0,24.61,24.76,2,0.7767,0.764
lottit1,xc:503776,xc_503776,4,0,18.1,18.5,1,0.6949,0.7411
lottit1,xc:499649,xc_499649,20,14,45.95,46.09,2,0.8089,0.7281
lottit1,xc:499649,xc_499649,4,4,13.26,13.39,2,0.7525,0.7211
lottit1,xc:503776,xc_503776,10,0,41.15,41.58,1,0.6955,0.7195
lottit1,xc:503776,xc_503776,26,3,88.0,88.28,1,0.7074,0.7155
lottit1,xc:503776,xc_503776,18,0,64.31,64.67,1,0.7277,0.7137
lottit1,xc:462475,xc_462475,109,0,218.75,219.43,1,0.8604,0.6951
lottit1,xc:499649,xc_499649,112,2,163.9,164.1,2,0.7729,0.6936
lottit1,xc:462475,xc_462475,61,0,116.24,116.59,1,0.9012,0.6873
lottit1,xc:499649,xc_499649,62,0,106.03,106.14,2,0.7507,0.6865
lottit1,xc:462475,xc_462475,92,1,186.71,187.0,1,0.8401,0.6724
lottit1,xc:462475,xc_462475,85,0,172.67,173.0,1,0.9789,0.6682
lottit1,xc:462475,xc_462475,59,3,113.46,113.82,1,0.9551,0.6663
lottit1,xc:486174,xc_486174,10,0,38.11,38.83,2,0.756,0.6558
lottit1,xc:486174,xc_486174,9,6,37.31,37.98,2,0.7671,0.6439
lottit1,xc:486174,xc_486174,16,1,47.48,48.12,2,0.7671,0.64
lottit1,xc:486174,xc_486174,8,5,30.38,31.08,2,0.7671,0.6388
lottit1,xc:486174,xc_486174,9,1,33.81,34.52,2,0.7671,0.6377
lottit1,xc:217401,xc_217401,8,4,28.13,28.43,2,0.7504,0.6318
lottit1,xc:217401,xc_217401,9,3,33.09,33.19,2,0.8222,0.6211
lottit1,xc:217401,xc_217401,59,0,126.47,126.62,2,0.7596,0.6153
lottit1,xc:217401,xc_217401,3,12,16.25,16.37,2,0.8317,0.6089
lottit1,xc:708449,xc_708449,9,0,27.4,27.61,2,0.8195,0.6032
lottit1,xc:217401,xc_217401,8,3,27.63,27.95,2,0.7504,0.5982
lottit1,xc:708449,xc_708449,19,2,46.37,46.58,2,0.7751,0.5965
lottit1,xc:708449,xc_708449,15,1,36.76,37.11,2,0.7542,0.5913
lottit1,xc:424195,xc_424195,41,0,118.11,120.21,3,0.8159,0.563
lottit1,xc:708449,xc_708449,15,5,38.61,39.0,3,0.7104,0.5472
lottit1,xc:424195,xc_424195,36,0,104.71,105.69,3,0.7517,0.5325
lottit1,xc:708449,xc_708449,4,0,15.07,15.25,3,0.745,0.529
lottit1,xc:424195,xc_424195,36,4,108.98,110.79,3,0.9115,0.5269
lottit1,xc:424195,xc_424195,50,7,150.9,151.41,3,0.6875,0.5236
lottit1,xc:424195,xc_424195,45,0,133.75,140.37,3,0.7114,0.5217
mallar3,xc:396538,xc_396538,116,0,385.22,386.31,1,1.0,0.7583
mallar3,xc:396538,xc_396538,11,7,41.26,42.68,1,0.9996,0.7429
mallar3,xc:396538,xc_396538,129,0,413.86,414.87,1,1.0,0.7286
mallar3,xc:396538,xc_396538,167,2,526.46,527.3,4,0.8256,0.7045
mallar3,xc:396538,xc_396538,41,0,158.54,160.46,4,0.6187,0.6917
mallar3,xc:676710,xc_676710,7,12,44.13,44.32,0,0.945,0.6459
mallar3,xc:846028,xc_846028,0,7,3.66,3.92,3,0.9812,0.6348
mallar3,xc:676710,xc_676710,7,9,42.69,43.27,0,0.6272,0.6261
mallar3,xc:676710,xc_676710,0,5,1.72,1.88,0,0.9694,0.624
mallar3,xc:676710,xc_676710,7,8,42.34,42.53,0,0.8666,0.6202
mallar3,xc:676710,xc_676710,1,5,6.16,6.33,0,0.9944,0.6111
mallar3,xc:846028,xc_846028,0,5,2.67,2.9,3,0.9812,0.591
mallar3,xc:846028,xc_846028,0,6,3.16,3.43,3,0.9812,0.5741
mallar3,xc:1024361,xc_1024361,23,7,35.02,35.38,3,0.8865,0.5734
mallar3,xc:1024361,xc_1024361,23,6,34.4,34.74,3,0.8842,0.5653
mallar3,xc:846028,xc_846028,0,4,2.17,2.43,3,0.9812,0.551
mallar3,xc:846028,xc_846028,0,11,5.97,6.2,3,0.9812,0.5479
mallar3,xc:534648,xc_534648,0,0,0.02,3.37,2,1.0,0.4984
mallar3,xc:534648,xc_534648,1,1,3.88,7.49,2,1.0,0.485
mallar3,xc:534648,xc_534648,4,0,18.09,19.35,2,1.0,0.4758
meabun1,xc:414492,xc_414492,8,2,15.87,16.52,4,1.0,0.8355
meabun1,xc:1024146,xc_1024146,145,2,356.53,358.44,9,1.0,0.8325
meabun1,xc:1024146,xc_1024146,139,0,343.1,344.58,9,1.0,0.8311
meabun1,xc:414492,xc_414492,14,2,25.82,26.45,4,1.0,0.8306
meabun1,xc:1024146,xc_1024146,156,0,382.19,384.09,9,0.9267,0.8295
meabun1,xc:1024146,xc_1024146,66,1,162.38,163.77,9,0.6609,0.8292
meabun1,xc:1024146,xc_1024146,77,1,193.54,195.22,9,1.0,0.8289
meabun1,xc:414492,xc_414492,3,5,7.43,8.09,4,1.0,0.8255
meabun1,xc:414492,xc_414492,17,2,31.26,31.9,4,1.0,0.8239
meabun1,xc:1018429,xc_1018429,12,2,28.92,29.74,4,0.9751,0.8186
meabun1,xc:992954,xc_992954,10,2,18.03,19.42,4,0.9863,0.8118
meabun1,xc:464651,xc_464651,29,2,66.85,68.46,3,1.0,0.801
meabun1,xc:464651,xc_464651,26,1,59.0,60.09,3,1.0,0.8002
meabun1,xc:464651,xc_464651,36,3,88.67,89.84,3,0.9106,0.7989
meabun1,xc:464651,xc_464651,20,1,45.67,46.88,3,0.9202,0.7982
meabun1,xc:464651,xc_464651,9,0,23.01,23.91,3,1.0,0.7972
meabun1,xc:285653,xc_285653,6,6,12.92,13.31,1,1.0,0.6882
meabun1,xc:172704,xc_172704,9,6,36.92,37.33,6,1.0,0.64
meabun1,xc:491979,xc_491979,1,2,1.37,1.56,2,0.947,0.6374
meabun1,xc:626398,xc_626398,5,0,11.27,11.63,1,1.0,0.6319
meabun1,xc:626398,xc_626398,8,0,20.8,21.12,1,1.0,0.6319
meabun1,xc:172704,xc_172704,23,8,90.0,90.07,6,1.0,0.6212
meabun1,xc:491979,xc_491979,5,2,12.45,13.0,2,1.0,0.6106
meabun1,xc:172704,xc_172704,13,0,50.73,50.87,6,1.0,0.6104
meabun1,xc:626398,xc_626398,7,0,17.75,18.07,1,1.0,0.606
meabun1,xc:491231,xc_491231,32,0,53.3,53.72,1,0.9729,0.6045
meabun1,xc:491979,xc_491979,6,2,20.12,22.73,2,1.0,0.6026
meabun1,xc:23968,xc_23968,11,0,37.13,37.29,7,0.9392,0.5706
meabun1,xc:1018429,xc_1018429,12,7,31.44,31.6,5,0.951,0.5659
meabun1,xc:23968,xc_23968,12,1,42.88,43.44,7,1.0,0.5563
meabun1,xc:906318,xc_906318,15,7,28.27,28.41,12,0.9681,0.5545
meabun1,xc:906318,xc_906318,5,0,14.2,14.36,12,1.0,0.5495
meabun1,xc:172704,xc_172704,1,12,12.21,12.32,11,1.0,0.5461
meabun1,xc:906318,xc_906318,15,8,28.5,28.74,12,1.0,0.5453
meabun1,xc:906318,xc_906318,14,2,25.14,25.39,12,1.0,0.5436
meabun1,xc:23968,xc_23968,6,3,20.43,20.51,7,0.844,0.5427
meabun1,xc:1018429,xc_1018429,7,2,11.65,11.77,5,1.0,0.5375
meabun1,xc:23968,xc_23968,9,6,29.6,29.8,7,1.0,0.5334
meabun1,xc:414492,xc_414492,11,0,19.5,19.58,8,1.0,0.5316
meabun1,xc:906318,xc_906318,22,2,41.35,41.65,12,0.925,0.531
meabun1,xc:23968,xc_23968,2,4,5.49,5.69,7,1.0,0.5294
meabun1,xc:1018429,xc_1018429,7,5,13.3,13.46,5,1.0,0.5214
meabun1,xc:992953,xc_992953,10,0,22.44,22.69,0,0.8733,0.5171
meabun1,xc:172704,xc_172704,1,13,12.39,12.51,12,0.874,0.5129
meabun1,xc:1018429,xc_1018429,9,6,20.46,20.63,5,1.0,0.5025
meabun1,xc:992954,xc_992954,14,2,30.28,30.59,0,1.0,0.4639
meabun1,xc:915212,xc_915212,3,7,10.48,10.95,8,1.0,0.454
meabun1,xc:915212,xc_915212,3,5,9.41,9.68,8,1.0,0.4525
meabun1,xc:992954,xc_992954,11,4,22.63,23.0,0,1.0,0.4495
meabun1,xc:992954,xc_992954,8,1,14.55,14.68,0,1.0,0.4481
meabun1,xc:992954,xc_992954,10,1,17.41,17.74,0,1.0,0.4467
norpin,xc:129047,xc_129047,0,6,3.8,4.03,6,0.7729,0.8475
norpin,xc:129047,xc_129047,1,1,5.51,5.69,6,0.8022,0.825
norpin,xc:129047,xc_129047,3,0,8.45,8.73,6,0.7991,0.8191
norpin,xc:129047,xc_129047,3,1,9.0,9.14,6,0.7653,0.8174
norpin,xc:129047,xc_129047,2,1,6.68,6.81,6,0.8022,0.8096
norpin,xc:733153,xc_733153,1,2,2.35,2.61,1,1.0,0.7915
norpin,xc:616572,xc_616572,27,4,53.23,53.45,6,0.8482,0.7905
norpin,xc:616572,xc_616572,13,0,20.99,21.25,6,0.8788,0.788
norpin,xc:616572,xc_616572,12,0,20.42,20.58,6,0.8022,0.7841
norpin,xc:616572,xc_616572,16,0,25.18,25.85,6,0.9173,0.7612
norpin,xc:616572,xc_616572,18,9,37.67,38.0,6,0.773,0.744
norpin,xc:614451,xc_614451,1,0,1.48,1.63,6,0.7861,0.6993
norpin,xc:614451,xc_614451,17,12,52.8,53.14,4,0.9822,0.6769
norpin,xc:614451,xc_614451,27,2,76.28,77.07,4,1.0,0.6685
norpin,xc:614451,xc_614451,27,0,74.39,75.41,4,1.0,0.6488
norpin,xc:432258,xc_432258,0,0,0.02,7.09,0,0.7013,0.6446
norpin,xc:432258,xc_432258,9,0,25.25,25.75,0,0.761,0.6435
norpin,xc:432258,xc_432258,4,0,11.8,14.09,0,0.9501,0.6402
norpin,xc:432258,xc_432258,10,9,31.69,32.35,0,1.0,0.6345
norpin,xc:733153,xc_733153,7,1,7.44,7.79,1,1.0,0.6132
norpin,xc:432258,xc_432258,10,10,32.42,32.55,0,0.8039,0.6099
norpin,xc:984329,xc_984329,2,2,5.22,5.29,3,0.94,0.593
norpin,xc:984329,xc_984329,2,4,5.6,5.94,3,0.9918,0.5897
norpin,xc:972654,xc_972654,7,0,18.49,19.88,2,1.0,0.577
norpin,xc:617386,xc_617386,6,2,13.02,13.53,2,0.7839,0.5733
norpin,xc:984329,xc_984329,3,5,9.2,9.69,3,1.0,0.5727
norpin,xc:972654,xc_972654,3,0,8.67,9.0,2,0.6612,0.5688
norpin,xc:984329,xc_984329,4,1,13.17,13.67,3,0.9434,0.568
norpin,xc:617386,xc_617386,3,4,10.56,10.79,2,0.7668,0.5596
norpin,xc:971856,xc_971856,1,1,4.24,7.16,2,0.8359,0.5586
norpin,xc:617386,xc_617386,3,1,8.67,8.94,2,0.847,0.5573
norpin,xc:733153,xc_733153,7,2,7.89,8.11,1,1.0,0.557
norpin,xc:972654,xc_972654,6,0,10.49,18.49,2,0.6721,0.5522
norpin,xc:984329,xc_984329,3,14,12.12,12.25,3,0.9154,0.5488
norpin,xc:733153,xc_733153,22,2,34.38,34.48,1,0.9997,0.546
norpin,xc:971856,xc_971856,0,0,0.02,3.58,2,0.8387,0.539
norpin,xc:972654,xc_972654,1,0,2.32,2.58,2,0.6834,0.5371
norpin,xc:972654,xc_972654,4,0,9.24,9.44,2,0.7013,0.5343
norpin,xc:113186,xc_113186,9,4,26.38,27.0,5,1.0,0.5337
norpin,xc:617386,xc_617386,8,2,22.65,23.02,2,0.8643,0.5266
norpin,xc:617386,xc_617386,3,2,8.99,9.68,2,1.0,0.5253
norpin,xc:733153,xc_733153,22,0,33.55,33.93,1,1.0,0.522
norpin,xc:113186,xc_113186,9,3,25.28,26.32,5,1.0,0.5219
norpin,xc:113186,xc_113186,8,4,19.27,20.3,5,1.0,0.4848
norpin,xc:113186,xc_113186,5,2,13.5,13.77,5,0.9618,0.4792
norpin,xc:113186,xc_113186,3,0,4.28,5.77,5,0.8673,0.4691
norsho,xc:1020442,xc_1020442,6,4,19.92,20.13,1,0.7153,0.7738
norsho,xc:501879,xc_501879,9,1,21.61,21.75,2,0.9331,0.7634
norsho,xc:501879,xc_501879,40,3,90.66,91.1,2,0.9622,0.7565
norsho,xc:1020442,xc_1020442,13,6,55.31,57.15,1,0.8691,0.7416
norsho,xc:1020442,xc_1020442,6,1,18.52,18.82,1,0.8246,0.7406
norsho,xc:1020442,xc_1020442,8,0,24.09,25.46,1,0.8183,0.7378
norsho,xc:501879,xc_501879,42,0,96.14,96.88,2,0.8907,0.7365
norsho,xc:448754,xc_448754,2,0,2.68,2.78,3,0.8807,0.732
norsho,xc:448754,xc_448754,6,0,10.21,10.3,3,0.9401,0.7282
norsho,xc:448754,xc_448754,4,6,6.83,6.93,3,0.9563,0.728
norsho,xc:501879,xc_501879,41,5,94.66,95.17,2,0.9286,0.7241
norsho,xc:1020442,xc_1020442,2,0,8.25,10.87,1,0.7079,0.7226
norsho,xc:706887,xc_706887,0,1,1.43,5.69,4,1.0,0.7223
norsho,xc:448754,xc_448754,8,0,11.47,11.58,3,0.8628,0.7175
norsho,xc:448754,xc_448754,4,0,5.15,5.25,3,1.0,0.715
norsho,xc:501879,xc_501879,14,2,36.64,36.96,2,0.9081,0.6902
norsho,xc:800553,xc_800553,1,0,0.83,1.0,3,0.6782,0.6733
norsho,xc:683730,xc_683730,8,2,28.8,31.11,4,0.7764,0.6561
norsho,xc:706887,xc_706887,3,0,8.71,12.0,4,0.8513,0.6437
norsho,xc:706887,xc_706887,20,2,84.44,85.41,4,1.0,0.6254
norsho,xc:706887,xc_706887,4,0,12.06,20.06,4,0.7814,0.6242
norsho,xc:706887,xc_706887,8,0,44.06,51.11,4,0.7823,0.6225
norsho,xc:617375,xc_617375,5,9,19.09,20.94,5,0.9159,0.5832
norsho,xc:617375,xc_617375,5,7,18.12,18.57,5,0.8355,0.5768
norsho,xc:617375,xc_617375,19,4,48.48,48.65,5,1.0,0.5645
norsho,xc:617375,xc_617375,32,4,63.8,64.0,5,0.8485,0.5636
norsho,xc:617375,xc_617375,0,1,1.27,1.97,5,0.9282,0.5628
norsho,xc:800991,xc_800991,4,7,21.35,21.6,5,0.8734,0.5573
norsho,xc:612076,xc_612076,2,4,12.46,12.61,6,0.9551,0.5568
norsho,xc:612076,xc_612076,1,2,5.14,6.31,6,1.0,0.5511
norsho,xc:612076,xc_612076,0,9,2.99,3.19,6,1.0,0.5438
norsho,xc:612076,xc_612076,5,4,15.74,15.86,6,1.0,0.5327
norsho,xc:612076,xc_612076,1,0,3.55,4.42,6,0.9463,0.5307
origre,xc:872882,xc_872882,13,1,41.27,42.12,2,0.5587,0.8401
origre,xc:872884,xc_872884,1,0,0.94,1.7,2,0.543,0.834
origre,xc:872884,xc_872884,22,0,41.73,42.63,2,1.0,0.834
origre,xc:992580,xc_992580,25,1,54.87,55.8,0,1.0,0.8304
origre,xc:992580,xc_992580,20,1,43.15,44.06,0,1.0,0.8245
origre,xc:872884,xc_872884,21,0,39.31,40.0,2,1.0,0.8239
origre,xc:872882,xc_872882,11,0,35.06,35.79,2,0.9522,0.823
origre,xc:992580,xc_992580,23,0,48.79,49.76,0,1.0,0.8197
origre,xc:872882,xc_872882,10,0,32.72,33.37,2,1.0,0.8196
origre,xc:992580,xc_992580,42,3,78.14,79.19,0,1.0,0.8138
origre,xc:733017,xc_733017,19,0,35.82,36.28,3,1.0,0.7928
origre,xc:285949,xc_285949,12,0,40.87,41.9,1,1.0,0.7849
origre,xc:733017,xc_733017,1,0,1.14,1.7,3,1.0,0.7824
origre,xc:733017,xc_733017,5,0,8.42,9.0,3,1.0,0.7809
origre,xc:285949,xc_285949,5,1,13.46,14.37,1,1.0,0.7765
origre,xc:992580,xc_992580,75,0,152.35,152.73,8,1.0,0.7718
origre,xc:285949,xc_285949,3,4,6.86,7.97,1,1.0,0.7709
origre,xc:872884,xc_872884,25,0,47.81,49.25,1,0.9976,0.7559
origre,xc:733017,xc_733017,31,1,60.46,60.83,3,1.0,0.7545
origre,xc:762173,xc_762173,11,1,14.7,14.93,7,1.0,0.7111
origre,xc:762173,xc_762173,12,0,16.3,16.43,7,1.0,0.6921
origre,xc:401718,xc_401718,3,4,6.46,6.71,5,0.9915,0.6454
origre,xc:733017,xc_733017,21,0,39.54,39.62,6,0.8984,0.6312
origre,xc:762173,xc_762173,31,2,48.25,48.38,7,0.9539,0.6179
origre,xc:733024,xc_733024,29,5,64.95,65.12,6,1.0,0.6115
origre,xc:733024,xc_733024,35,1,70.66,71.02,6,1.0,0.6043
origre,xc:733024,xc_733024,40,4,78.61,78.77,6,1.0,0.6032
origre,xc:762173,xc_762173,6,0,7.96,8.23,7,0.9727,0.5991
origre,xc:838773,xc_838773,45,0,75.86,76.18,7,1.0,0.5942
origre,xc:762173,xc_762173,12,1,16.77,16.96,6,0.8706,0.5807
origre,xc:733024,xc_733024,26,2,58.96,59.63,6,1.0,0.5712
origre,xc:733024,xc_733024,29,4,64.65,64.83,6,0.9614,0.5673
origre,xc:268302,xc_268302,1,2,5.08,5.18,4,0.7178,0.5496
origre,xc:268302,xc_268302,1,5,5.84,5.96,4,0.9936,0.5449
origre,xc:268302,xc_268302,6,32,24.37,24.46,4,1.0,0.5324
origre,xc:974850,xc_974850,7,2,10.13,10.37,9,1.0,0.5239
origre,xc:268302,xc_268302,1,3,5.29,5.39,4,0.8383,0.5212
origre,xc:268302,xc_268302,6,3,18.23,18.35,4,0.821,0.5183
origre,xc:974850,xc_974850,24,3,33.0,33.17,9,1.0,0.5102
origre,xc:401718,xc_401718,5,0,10.51,10.76,5,1.0,0.4979
origre,xc:401718,xc_401718,4,2,9.05,9.18,5,1.0,0.4938
origre,xc:401718,xc_401718,5,1,10.92,11.04,5,1.0,0.493
origre,xc:974850,xc_974850,20,2,28.32,28.5,9,0.9846,0.4822
origre,xc:401718,xc_401718,3,6,7.25,7.32,5,1.0,0.4811
origre,xc:805987,xc_805987,2,13,8.44,8.79,5,0.9922,0.479
origre,xc:974850,xc_974850,11,1,20.04,20.14,9,1.0,0.4781
origre,xc:974850,xc_974850,11,0,19.85,19.96,9,1.0,0.4772
ortdov,xc:875246,xc_875246,3,2,9.67,10.47,8,1.0,0.7674
ortdov,xc:875245,xc_875245,2,0,8.58,8.94,7,0.6425,0.7597
ortdov,xc:787976,xc_787976,12,0,54.88,60.0,1,1.0,0.7531
ortdov,xc:327475,xc_327475,2,8,11.19,12.04,7,0.9792,0.7528
ortdov,xc:875246,xc_875246,4,2,14.17,14.99,8,1.0,0.7528
ortdov,xc:473070,xc_473070,0,10,6.58,7.0,7,0.6479,0.7517
ortdov,xc:875246,xc_875246,3,5,11.91,12.7,8,1.0,0.7442
ortdov,xc:875245,xc_875245,1,5,6.33,6.73,7,0.5885,0.742
ortdov,xc:473070,xc_473070,1,2,9.15,9.55,7,0.6504,0.7418
ortdov,xc:872802,xc_872802,5,0,21.06,21.43,7,0.6425,0.7413
ortdov,xc:875246,xc_875246,2,3,7.43,8.26,8,1.0,0.7407
ortdov,xc:327475,xc_327475,2,5,8.6,9.19,7,0.8539,0.7393
ortdov,xc:327475,xc_327475,25,2,77.18,77.62,7,1.0,0.7353
ortdov,xc:327475,xc_327475,2,0,4.38,4.65,7,1.0,0.7306
ortdov,xc:473070,xc_473070,0,9,5.59,6.34,7,0.6812,0.729
ortdov,xc:875246,xc_875246,3,1,8.99,9.45,7,0.5821,0.7276
ortdov,xc:473070,xc_473070,1,1,8.13,8.89,7,0.7835,0.7265
ortdov,xc:327475,xc_327475,14,0,40.31,40.58,7,0.7543,0.7262
ortdov,xc:473070,xc_473070,2,4,13.33,14.09,7,0.7835,0.7174
ortdov,xc:787976,xc_787976,1,0,1.11,7.32,1,1.0,0.6967
ortdov,xc:286093,xc_286093,0,1,5.39,6.62,2,1.0,0.6927
ortdov,xc:787976,xc_787976,8,0,33.08,41.08,1,1.0,0.6853
ortdov,xc:286093,xc_286093,0,0,0.09,5.34,2,0.7622,0.6816
ortdov,xc:844594,xc_844594,1,4,4.08,4.43,0,1.0,0.6741
ortdov,xc:844594,xc_844594,1,7,6.08,6.42,0,1.0,0.6691
ortdov,xc:844594,xc_844594,1,5,4.55,5.01,0,1.0,0.6677
ortdov,xc:844594,xc_844594,1,1,2.08,2.42,0,0.8573,0.6649
ortdov,xc:286093,xc_286093,1,0,6.69,8.77,2,0.8107,0.6594
ortdov,xc:286093,xc_286093,2,0,8.9,10.83,2,0.8653,0.6544
ortdov,xc:751150,xc_751150,54,3,78.94,79.76,6,0.877,0.5897
ortdov,xc:751150,xc_751150,10,2,16.51,16.79,6,1.0,0.5891
